Unnamed: 0,country,year,biofuel_electricity,hydro_electricity,nuclear_electricity,solar_electricity,wind_electricity,other_renewable_electricity,coal_electricity,gas_electricity,oil_electricity,total,timestamp,temperature,humidity,wind_speed,demand
812,Colombia,2017,1.427,60.82,0.0,0.014,0.003,1.427,5.195,9.521,0.701,79.108,2025-03-01 12:47:17,31.777961728918683,85.97206140759798,5.2703390198239015,181.80901132709306
813,Colombia,2018,1.458,59.333,0.0,0.021,0.043,1.458,5.862,10.744,0.791,79.71,2025-03-01 12:47:17,17.493253624065336,85.35870837621432,3.9729938672035714,563.2906366678986
814,Colombia,2019,1.317,53.987,0.0,0.132,0.06,1.317,6.586,12.07,0.889,76.358,2025-03-01 12:47:17,33.416837652347446,60.14230919832573,5.247925413337177,157.48820547569957
815,Colombia,2020,1.341,49.387,0.0,0.191,0.007,1.341,7.899,14.616,0.817,75.599,2025-03-01 12:47:17,32.39792724124257,49.67303964109552,10.624860736169556,420.7760696420088
816,Comoros,2000,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.019,2025-03-01 12:47:17,25.37676114252144,74.22794483739835,5.517707717142015,640.9691191057534
817,Comoros,2001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.028,2025-03-01 12:47:17,26.825508714898582,32.202776608984,8.328949839119103,600.5039873384918
818,Comoros,2002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.031,2025-03-01 12:47:17,22.98005407740261,58.48614036261908,1.4989781558161446,464.1898761141999
819,Comoros,2003,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.033,2025-03-01 12:47:17,16.095232776440625,50.17940365622001,12.075265398519416,486.1431945749041
820,Comoros,2004,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.042,2025-03-01 12:47:17,21.70394483291802,85.23215310615328,5.548329384721873,304.0925980156899
821,Comoros,2005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.045,2025-03-01 12:47:17,31.057068971960227,30.72018163636095,9.728012385500136,510.2943295816926
822,Comoros,2006,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.048,2025-03-01 12:47:17,15.092640460092056,63.16889254310095,10.88084402492749,957.9293701487508
823,Comoros,2007,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.044,2025-03-01 12:47:17,21.669983433822885,74.43981486399755,3.144913831675506,865.4076260054113
824,Comoros,2008,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.043,2025-03-01 12:47:17,22.963373871818867,59.10107925144247,13.27012477430025,230.70958216870943
825,Comoros,2009,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.041,2025-03-01 12:47:17,25.74791205875846,35.1241818097633,9.243363774104294,126.80270858882884
826,Comoros,2010,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.045,2025-03-01 12:47:17,33.39711232825521,88.34768340167413,6.430877126272222,940.1718814449675
827,Comoros,2011,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.059,2025-03-01 12:47:17,21.926919887319222,61.08062588256588,2.735027753673293,574.0747748926728
828,Comoros,2012,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.058,2025-03-01 12:47:17,21.939064037924556,66.85117465914068,14.1345140685181,584.054040834377
829,Comoros,2013,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.055,2025-03-01 12:47:17,29.750024962194967,44.19658696245044,11.326023061974375,802.6461961358701
830,Comoros,2014,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.051,2025-03-01 12:47:17,24.044358817796144,59.00988510640823,3.120368440998733,383.2200764841939
831,Comoros,2015,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.052,2025-03-01 12:47:17,19.49209645879964,55.74896951749931,5.065661620863367,533.7168119524019
832,Comoros,2016,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.057,2025-03-01 12:47:17,24.04879032265387,34.49375052011902,12.1451138713211,971.7966218320638
833,Comoros,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.086,2025-03-01 12:47:17,17.817140407595996,36.36962121284803,10.435164948230083,704.9338182391664
834,Comoros,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2025-03-01 12:47:17,18.527739730124463,80.24835117712647,11.486764390735866,238.37052879620734
835,Comoros,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.117,2025-03-01 12:47:17,24.967355454789598,44.38919713239542,6.618016533193986,219.90407318591798
836,Congo,2000,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.293,2025-03-01 12:47:17,23.37850899009096,41.69749628991784,10.747143939632505,283.83828249970486
837,Congo,2001,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331,2025-03-01 12:47:17,33.296918021362,60.29468707500836,5.797405842958706,790.0405069786458
838,Congo,2002,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,2025-03-01 12:47:17,22.24787798233266,76.12482788175078,3.1689437540729464,365.83930345655443
839,Congo,2003,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.044,0.009,0.392,2025-03-01 12:47:17,26.61176700556087,33.71679111473927,9.4901555226204,119.24996200757181
840,Congo,2004,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.052,0.011,0.39,2025-03-01 12:47:17,27.645285758390607,64.60847517829535,14.640208883981911,949.7569271550957
841,Congo,2005,0.0,0.351,0.0,0.0,0.0,0.0,0.0,0.061,0.013,0.425,2025-03-01 12:47:17,15.261889131766672,37.1526265704344,4.659014570929944,252.7420747554196
842,Congo,2006,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.063,0.013,0.444,2025-03-01 12:47:17,28.27074744033421,32.18766304953711,6.914543883188094,108.60236753326173
843,Congo,2007,0.0,0.332,0.0,0.0,0.0,0.0,0.0,0.056,0.012,0.4,2025-03-01 12:47:17,18.560719337395028,33.164637129733045,10.110020566047805,313.41844214499065
844,Congo,2008,0.0,0.371,0.0,0.0,0.0,0.0,0.0,0.093,0.02,0.484,2025-03-01 12:47:17,34.2214063493891,80.04984649250648,8.122594231837319,311.52590840632035
845,Congo,2009,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.162,0.034,0.523,2025-03-01 12:47:17,17.973254555062258,37.07834901768369,12.65141693563574,479.80472576115073
846,Congo,2010,0.0,0.426,0.0,0.0,0.0,0.0,0.0,0.276,0.058,0.76,2025-03-01 12:47:17,23.292482474540478,32.70908186473752,11.42614059704274,928.3508483500332
847,Congo,2011,0.0,0.783,0.0,0.0,0.0,0.0,0.0,0.39,0.082,1.255,2025-03-01 12:47:17,16.706993361572877,56.27399322857474,0.8744580579353556,891.2664260011882
848,Congo,2012,0.0,0.977,0.0,0.0,0.0,0.0,0.0,0.553,0.117,1.647,2025-03-01 12:47:17,34.93748503691894,80.63960831652149,14.976318508856613,511.20509948418515
849,Congo,2013,0.0,0.961,0.0,0.0,0.0,0.0,0.0,0.573,0.121,1.655,2025-03-01 12:47:17,25.04390020662485,45.74450258935812,11.286036805792008,469.80991449262586
850,Congo,2014,0.0,0.942,0.0,0.0,0.0,0.0,0.0,0.612,0.129,1.683,2025-03-01 12:47:17,26.90770034640088,55.30275705155498,12.958549744411698,599.5081778273661
851,Congo,2015,0.0,1.087,0.0,0.001,0.0,0.0,0.0,1.297,0.274,2.659,2025-03-01 12:47:17,16.34152954776855,32.39535195382507,9.767965681430196,319.1086107745892
852,Congo,2016,0.0,1.116,0.0,0.001,0.0,0.0,0.0,1.417,0.299,2.833,2025-03-01 12:47:17,29.99920940798356,56.94471084809256,12.844276920701434,146.96649276972656
853,Congo,2017,0.0,1.191,0.0,0.001,0.0,0.0,0.0,1.761,0.372,3.325,2025-03-01 12:47:17,19.19811186191172,64.65678483822802,1.685744623930641,945.301722554086
854,Congo,2018,0.0,1.227,0.0,0.001,0.0,0.0,0.0,1.761,0.372,3.361,2025-03-01 12:47:17,32.96108578881427,64.25442322512869,5.216067533389734,268.0290863894555
855,Congo,2019,0.0,1.273,0.0,0.001,0.0,0.0,0.0,1.916,0.404,3.594,2025-03-01 12:47:17,19.102792809640142,49.94560153046192,13.14631415406739,278.56065632114473
856,Cook Islands,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.024,2025-03-01 12:47:17,18.81375441327333,48.93199083978813,3.024828169003384,525.2142959685528
857,Cook Islands,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.024,2025-03-01 12:47:17,15.730993356961898,36.39741713619587,1.173631478700341,542.4520103562977
858,Cook Islands,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.026,2025-03-01 12:47:17,24.441338902199984,52.007899238776105,11.821784099178284,116.59078873066775
859,Cook Islands,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.027,2025-03-01 12:47:17,26.29682266525233,35.96968013237788,12.532292334649442,233.15926489657363
860,Cook Islands,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.027,2025-03-01 12:47:17,16.31417278856705,75.9957566827231,2.4397832728485094,440.3393367046676
861,Cook Islands,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.027,2025-03-01 12:47:17,30.51055233390021,87.97645786489116,12.815189741740731,715.3576241594851
862,Cook Islands,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2025-03-01 12:47:17,24.065776694960554,88.20446740000241,10.301516933957544,305.57661114874224
863,Cook Islands,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.031,2025-03-01 12:47:17,25.4878053865516,81.90426596252362,7.801240248248758,480.7130016175864
864,Cook Islands,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,2025-03-01 12:47:17,23.81525493876456,66.04752896037715,12.453752891720775,601.6105582448201
865,Cook Islands,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.031,2025-03-01 12:47:17,23.01526121750652,72.0519418346328,6.288738739784487,899.7332451609628
866,Cook Islands,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,2025-03-01 12:47:17,26.19280662616436,47.11234816082485,2.909909343350958,393.46345209441097
867,Cook Islands,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,2025-03-01 12:47:17,18.10480491861425,67.84622521035723,4.272790149159205,220.20243927713517
868,Cook Islands,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,2025-03-01 12:47:17,18.63856260990542,57.338972966392646,7.577460274399722,540.3450033078474
869,Cook Islands,2013,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.029,0.03,2025-03-01 12:47:17,32.235712420270346,58.92104038661595,7.969961890097636,772.0494415156559
870,Cook Islands,2014,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.027,0.028,2025-03-01 12:47:17,33.922309242672654,75.46659362250948,12.083712396618504,198.87378134746007
871,Cook Islands,2015,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.025,0.028,2025-03-01 12:47:17,22.46618632559506,46.915101335835104,11.870290854785017,482.21514252726433
872,Cook Islands,2016,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.028,0.033,2025-03-01 12:47:17,20.41489346287108,49.0823767016712,8.720498358068623,116.00662713623508
873,Cook Islands,2017,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.031,0.037,2025-03-01 12:47:17,27.879990864780314,85.4785074677182,11.711782250482145,130.203263482526
874,Cook Islands,2018,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.031,0.042,2025-03-01 12:47:17,23.17468342196193,33.373457691058334,2.8766018744050648,534.658026894999
875,Cook Islands,2019,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.033,0.044,2025-03-01 12:47:17,15.507727113206895,59.13805790480042,0.7509679063994151,368.3775683358365
876,Costa Rica,2000,0.017,5.617,0.0,0.0,0.183,0.993,0.0,0.0,0.055,6.865,2025-03-01 12:47:17,18.12305194732381,84.76804802447171,13.104507339520502,860.5965691048709
877,Costa Rica,2001,0.016,5.597,0.0,0.0,0.185,1.002,0.0,0.0,0.094,6.894,2025-03-01 12:47:17,29.31944457694795,66.62178046908943,1.1333174064415434,641.9388755138089
878,Costa Rica,2002,0.053,5.871,0.0,0.0,0.259,1.174,0.0,0.0,0.115,7.472,2025-03-01 12:47:17,28.178478838203027,62.784424452727926,3.700326446159959,508.5396655686913
879,Costa Rica,2003,0.048,5.864,0.0,0.0,0.306,0.968,0.0,0.0,0.148,7.334,2025-03-01 12:47:17,15.54191985006967,44.98465075376132,10.429784244365768,467.1418339488667
880,Costa Rica,2004,0.018,6.421,0.0,0.0,0.257,1.223,0.0,0.0,0.062,7.981,2025-03-01 12:47:17,19.43944323865899,50.5965293438669,6.141719064409637,547.520932170607
881,Costa Rica,2005,0.048,6.502,0.0,0.0,0.204,1.196,0.0,0.0,0.255,8.205,2025-03-01 12:47:17,19.62149593176143,81.12290494828157,13.144709548732632,136.3949480913952
882,Costa Rica,2006,0.06,6.535,0.0,0.0,0.274,1.275,0.0,0.0,0.501,8.645,2025-03-01 12:47:17,28.43785487197457,63.553087906107486,4.469696919934043,903.5140207785939
883,Costa Rica,2007,0.07,6.701,0.0,0.0,0.241,1.309,0.0,0.0,0.679,9.0,2025-03-01 12:47:17,15.394210755087284,60.8845316254068,0.1780702000403894,998.4728401605626
884,Costa Rica,2008,0.082,7.313,0.0,0.0,0.198,1.213,0.0,0.0,0.636,9.442,2025-03-01 12:47:17,17.082171639691477,35.974782812401735,4.509834608411162,263.33841237282877
885,Costa Rica,2009,0.123,7.153,0.0,0.0,0.326,1.309,0.0,0.0,0.424,9.335,2025-03-01 12:47:17,30.998321707463788,30.961689387307388,8.671125737772474,208.34466829715777
886,Costa Rica,2010,0.145,7.19,0.0,0.0,0.359,1.321,0.0,0.0,0.603,9.618,2025-03-01 12:47:17,18.570893241086672,87.82111132122294,5.6390756310494,229.21971710373572
887,Costa Rica,2011,0.139,7.064,0.0,0.001,0.41,1.419,0.0,0.0,0.811,9.844,2025-03-01 12:47:17,28.054922157037492,52.619170037210495,8.023091336381329,694.9243524109304
888,Costa Rica,2012,0.179,7.162,0.0,0.002,0.528,1.581,0.0,0.0,0.78,10.232,2025-03-01 12:47:17,19.76365562093453,66.19278372597026,13.14897178252528,695.2967546056973
889,Costa Rica,2013,0.183,6.782,0.0,0.003,0.485,1.7,0.0,0.0,1.124,10.277,2025-03-01 12:47:17,16.988827855186905,34.782904391237096,13.687275813455528,863.1317460505699
890,Costa Rica,2014,0.181,6.65,0.0,0.003,0.735,1.719,0.0,0.0,0.98,10.268,2025-03-01 12:47:17,19.86344381998908,70.98685714338279,3.9896109698116815,776.6437495836279
891,Costa Rica,2015,0.179,7.986,0.0,0.003,1.08,1.554,0.0,0.0,0.102,10.904,2025-03-01 12:47:17,29.44533863711318,85.95400252235765,6.932107099048511,504.72070603240576
892,Costa Rica,2016,0.172,7.946,0.0,0.003,1.15,1.512,0.0,0.0,0.181,10.964,2025-03-01 12:47:17,32.11392936212572,64.53991517984518,8.237160228621768,651.569825408787
893,Costa Rica,2017,0.184,8.59,0.0,0.004,1.288,1.302,0.0,0.0,0.035,11.403,2025-03-01 12:47:17,31.604397291339836,37.56691934252464,14.236686853323706,719.4562033312071
894,Costa Rica,2018,0.173,8.26,0.0,0.056,1.799,1.143,0.0,0.0,0.149,11.58,2025-03-01 12:47:17,22.94367059236909,64.90329164840861,14.97925978746577,561.4628232567027
895,Costa Rica,2019,0.163,7.749,0.0,0.076,1.796,1.675,0.0,0.0,0.09,11.549,2025-03-01 12:47:17,28.36170273141292,75.98083278627914,3.5311087326229,528.085886006473
896,Costa Rica,2020,0.15,8.202,0.0,0.076,1.469,1.795,0.0,0.0,0.018,11.71,2025-03-01 12:47:17,19.09968590831642,54.38499219444112,10.904698070187232,680.5877010783879
897,Croatia,2000,0.001,6.453,0.0,0.0,0.0,0.001,1.551,1.571,1.687,11.264,2025-03-01 12:47:17,20.862954605220267,82.79026487648807,5.670465933497927,601.7270940780884
898,Croatia,2001,0.0,7.18,0.0,0.0,0.0,0.0,1.638,1.823,2.129,12.77,2025-03-01 12:47:17,32.9267163704224,68.92097720144187,0.1216229532931983,679.5480748023193
899,Croatia,2002,0.0,5.851,0.0,0.0,0.0,0.0,2.109,2.527,2.218,12.705,2025-03-01 12:47:17,15.26003847021472,83.95493509735215,0.1387878365385353,651.5692965670274
900,Croatia,2003,0.0,5.458,0.0,0.0,0.0,0.0,2.404,2.061,3.269,13.192,2025-03-01 12:47:17,16.71017061708936,67.41031867484023,6.908490113433836,747.2769044622892
901,Croatia,2004,0.004,7.627,0.0,0.0,0.002,0.004,2.139,2.465,1.66,13.901,2025-03-01 12:47:17,19.157725102920544,37.877278320289456,7.32502369506502,678.5231579045885
902,Croatia,2005,0.014,7.036,0.0,0.0,0.01,0.014,2.328,1.816,1.853,13.071,2025-03-01 12:47:17,15.530644077476394,48.58150266631135,0.3385454486016398,567.7682377935405
903,Croatia,2006,0.011,6.617,0.0,0.0,0.019,0.011,2.257,2.061,1.958,12.934,2025-03-01 12:47:17,18.628708701795947,42.10769689514741,10.303911251614537,713.6171301559478
904,Croatia,2007,0.007,4.7,0.0,0.0,0.035,0.007,2.423,3.067,2.312,12.551,2025-03-01 12:47:17,26.66083121939384,84.52958986301174,4.410050828924296,504.53376866688524
905,Croatia,2008,0.021,5.78,0.0,0.0,0.04,0.021,2.495,2.459,1.985,12.801,2025-03-01 12:47:17,23.42849101184996,75.62400403724897,8.39839652303924,317.50410337534095
906,Croatia,2009,0.025,7.408,0.0,0.0,0.054,0.025,1.658,2.211,2.013,13.394,2025-03-01 12:47:17,32.8534342215395,70.58390213460036,4.513786097481281,101.27639812052391
907,Croatia,2010,0.033,9.126,0.0,0.0,0.139,0.033,2.385,2.553,0.56,14.829,2025-03-01 12:47:17,31.34887123476882,48.0579791778973,2.507014723039608,603.9677324312588
908,Croatia,2011,0.054,5.032,0.0,0.0,0.201,0.054,2.582,2.621,0.752,11.296,2025-03-01 12:47:17,21.83634703395752,41.04268632301281,6.107606078983129,631.5897039477769
909,Croatia,2012,0.094,4.837,0.0,0.002,0.329,0.094,2.238,2.512,0.581,10.687,2025-03-01 12:47:17,20.18846866862585,75.3870652793347,3.4841004718575115,974.8440682981429
910,Croatia,2013,0.126,8.622,0.0,0.011,0.517,0.126,2.421,2.021,0.23,14.074,2025-03-01 12:47:17,22.59384816334534,58.44947675274478,8.02201465378752,425.330500684848
911,Croatia,2014,0.165,9.006,0.0,0.035,0.73,0.165,2.368,1.002,0.129,13.6,2025-03-01 12:47:17,26.805898850296156,43.54737312903775,2.9824279542971994,454.7199185454806
912,Croatia,2015,0.265,6.391,0.0,0.057,0.796,0.265,2.31,1.197,0.221,11.502,2025-03-01 12:47:17,20.361272816457525,66.99731868991651,7.626089649669406,281.61962320797124
913,Croatia,2016,0.431,6.852,0.0,0.066,1.014,0.431,2.596,1.586,0.069,13.045,2025-03-01 12:47:17,27.48297815698268,32.42003112830712,2.3606777230330134,163.4808657135897
914,Croatia,2017,0.526,5.307,0.0,0.079,1.204,0.526,1.367,3.09,0.21,12.309,2025-03-01 12:47:17,23.18823304382481,49.57021524769521,10.064620642286776,795.5240435755666
915,Croatia,2018,0.668,7.701,0.0,0.075,1.335,0.67,1.453,2.245,0.068,14.215,2025-03-01 12:47:17,26.04094361703961,58.11341967546808,11.30906526662136,324.7129579053925
916,Croatia,2019,0.836,5.866,0.0,0.078,1.441,0.913,1.621,2.599,0.043,13.397,2025-03-01 12:47:17,23.722530582706334,38.87750004656435,1.6559135137490066,648.0143749270342
917,Croatia,2020,0.873,5.576,0.0,0.08,1.565,0.931,1.24,3.289,0.043,13.597,2025-03-01 12:47:17,20.889315190838357,89.07926865545038,7.017036180560088,718.9957319909333
918,Cuba,2000,0.944,0.088,0.0,0.0,0.001,0.944,0.0,1.432,11.727,15.136,2025-03-01 12:47:17,33.96906613924313,42.54584187537685,1.0630755098231035,524.1130185624829
919,Cuba,2001,0.93,0.074,0.0,0.0,0.001,0.93,0.0,1.462,11.974,15.371,2025-03-01 12:47:17,30.272115883195216,37.82118780259593,8.972736683130035,888.7169017244725
920,Cuba,2002,0.939,0.105,0.0,0.0,0.001,0.939,0.0,1.499,12.276,15.759,2025-03-01 12:47:17,17.802263515329052,42.21209243321378,3.9660644689446807,499.4153568817559
921,Cuba,2003,0.72,0.127,0.0,0.0,0.001,0.72,0.0,1.53,12.534,15.632,2025-03-01 12:47:17,32.36935951795826,76.14366798958346,7.914366852580618,356.4177607375886
922,Cuba,2004,0.789,0.087,0.0,0.0,0.001,0.789,0.0,1.509,12.362,15.537,2025-03-01 12:47:17,24.748623964990276,55.530339556310565,7.761915140764367,906.41397066546
923,Cuba,2005,0.42,0.067,0.0,0.0,0.001,0.42,0.0,1.519,12.444,14.871,2025-03-01 12:47:17,32.891044537881825,63.92495638515228,13.865315192907008,875.4078558249608
924,Cuba,2006,0.406,0.092,0.0,0.0,0.001,0.406,0.0,1.633,13.378,15.916,2025-03-01 12:47:17,30.997105118946305,31.260549419181643,8.236248338530844,247.6359523687717
925,Cuba,2007,0.413,0.12,0.0,0.0,0.005,0.413,0.0,1.748,14.314,17.013,2025-03-01 12:47:17,23.50427008938467,32.065878514398875,8.744977195774734,123.36491651852886
926,Cuba,2008,0.554,0.137,0.0,0.0,0.02,0.554,0.0,1.736,14.222,17.223,2025-03-01 12:47:17,15.449386166402348,56.749532989620974,6.024796886465705,180.98700071465862
927,Cuba,2009,0.535,0.149,0.0,0.0,0.02,0.535,0.0,1.742,14.273,17.254,2025-03-01 12:47:17,20.37354718769892,78.99931459209742,14.236194047742252,357.89265869843535
928,Cuba,2010,0.455,0.096,0.0,0.002,0.01,0.455,0.0,1.722,14.101,16.841,2025-03-01 12:47:17,25.83268429321734,83.11433272245392,11.657788641594143,975.0338215675396
929,Cuba,2011,0.454,0.098,0.0,0.002,0.02,0.454,0.0,1.758,14.398,17.184,2025-03-01 12:47:17,27.669564396522944,35.20239405573841,4.281079354542624,602.6645378447425
930,Cuba,2012,0.551,0.11,0.0,0.001,0.021,0.551,0.0,1.815,14.865,17.914,2025-03-01 12:47:17,20.15775370866405,62.301786126061366,12.66314378664348,435.93555882634195
931,Cuba,2013,0.68,0.126,0.0,0.003,0.023,0.68,0.0,1.872,15.336,18.72,2025-03-01 12:47:17,17.78712148145648,84.79378117675623,6.48594540277635,899.8444851514718
932,Cuba,2014,0.637,0.103,0.0,0.018,0.019,0.637,0.0,1.901,15.572,18.887,2025-03-01 12:47:17,31.69860473598598,53.278365263873184,12.43000715300391,507.82269833064964
933,Cuba,2015,0.703,0.048,0.0,0.029,0.021,0.703,0.0,1.993,16.325,19.822,2025-03-01 12:47:17,34.68804361407104,79.77394988570211,12.343321024402533,383.71476556091903
934,Cuba,2016,0.686,0.063,0.0,0.039,0.021,0.686,0.0,2.009,16.46,19.964,2025-03-01 12:47:17,25.51380364605372,38.02173926396617,2.833052801442816,947.0975758710916
935,Cuba,2017,0.622,0.082,0.0,0.06,0.021,0.622,0.0,2.022,16.564,19.993,2025-03-01 12:47:17,18.43358571696607,86.12366938006792,10.517116970753651,864.5658995734102
936,Cuba,2018,0.444,0.145,0.0,0.147,0.021,0.444,0.0,2.054,16.821,20.076,2025-03-01 12:47:17,20.44614653038738,75.08539905187816,4.359644539597967,859.3015378774969
937,Cuba,2019,0.358,0.177,0.0,0.15,0.021,0.358,0.0,2.074,16.986,20.124,2025-03-01 12:47:17,15.367813530949334,86.4800635672141,4.462390049890023,561.0562687451918
938,Cyprus,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,3.37,2025-03-01 12:47:17,33.28597613120998,70.59703401315039,4.445221153208711,810.4945589339095
939,Cyprus,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.551,3.551,2025-03-01 12:47:17,17.355021657802823,51.80423591996562,10.883523713399224,261.41802333809665
940,Cyprus,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.785,3.785,2025-03-01 12:47:17,26.53032951028507,86.29087035148335,3.447390626888041,615.9006618006193
941,Cyprus,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.052,4.052,2025-03-01 12:47:17,20.48110441374412,46.53400657855071,0.0135875286913533,985.4613305627911
942,Cyprus,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201,4.201,2025-03-01 12:47:17,26.083560050315867,49.93035132370395,10.728552802239497,361.8625874661655
943,Cyprus,2005,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,4.376,4.377,2025-03-01 12:47:17,28.028407767037287,72.04850508010442,2.567771157526879,814.9170963229077
944,Cyprus,2006,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,4.651,4.652,2025-03-01 12:47:17,31.594836074144037,75.91897797152318,1.5672359296175198,541.4305664872605
945,Cyprus,2007,0.001,0.0,0.0,0.002,0.0,0.001,0.0,0.0,4.868,4.872,2025-03-01 12:47:17,19.128425435212066,85.76420903094923,3.5627418089109018,135.8251148998786
946,Cyprus,2008,0.012,0.0,0.0,0.003,0.0,0.012,0.0,0.0,5.064,5.091,2025-03-01 12:47:17,15.219916573169607,42.28814454337257,5.69850783484056,786.7174580341007
947,Cyprus,2009,0.027,0.0,0.0,0.004,0.0,0.027,0.0,0.0,5.184,5.242,2025-03-01 12:47:17,17.737712601376145,77.87988211315343,7.138594912098011,251.7122299529015
948,Cyprus,2010,0.035,0.0,0.0,0.006,0.032,0.035,0.0,0.0,5.249,5.357,2025-03-01 12:47:17,33.0003728369621,74.31276320381781,0.6685506106894623,668.3262104194752
949,Cyprus,2011,0.052,0.0,0.0,0.012,0.115,0.052,0.0,0.0,4.751,4.982,2025-03-01 12:47:17,32.47780155125031,33.82767337521587,14.558599989410409,177.09777464227562
950,Cyprus,2012,0.05,0.0,0.0,0.022,0.185,0.05,0.0,0.0,4.46,4.767,2025-03-01 12:47:17,26.948262043406167,53.23338847261242,10.740945801293371,952.1806577463683
951,Cyprus,2013,0.049,0.0,0.0,0.047,0.231,0.049,0.0,0.0,3.963,4.339,2025-03-01 12:47:17,27.010337208673068,46.96592742360592,4.847910979865042,362.55149846232484
952,Cyprus,2014,0.05,0.0,0.0,0.084,0.183,0.05,0.0,0.0,4.033,4.4,2025-03-01 12:47:17,28.30073349092511,48.26942546124182,4.78045885928096,303.8182225096554
953,Cyprus,2015,0.051,0.0,0.0,0.127,0.222,0.051,0.0,0.0,4.135,4.586,2025-03-01 12:47:17,18.507425572468996,88.97681277328205,6.72813824052689,216.2227636597009
954,Cyprus,2016,0.052,0.0,0.0,0.146,0.227,0.052,0.0,0.0,4.463,4.94,2025-03-01 12:47:17,33.2882389184992,68.56664480879567,9.393672341445496,951.401974005143
955,Cyprus,2017,0.052,0.0,0.0,0.172,0.211,0.052,0.0,0.0,4.569,5.056,2025-03-01 12:47:17,23.375410497841465,73.06056946760998,2.1955959988345164,740.7133681971746
956,Cyprus,2018,0.057,0.0,0.0,0.199,0.221,0.057,0.0,0.0,4.583,5.117,2025-03-01 12:47:17,22.66277056498995,88.59705823890056,2.833947206474285,767.4947998462798
